Make,Model,Software,HostComputer,LensSpecification,LensMake,LensModel
Panasonic,DMC-FX500,Ver.1.0,,,,
Panasonic,DMC-FX520,Ver.1.0,,,,
Panasonic,DMC-FX55,Ver.1.0,,,,
Panasonic,DMC-FX550,,,,,
Panasonic,DMC-FX550,Ver.1.0,,,,
Panasonic,DMC-FX60,,,,,
Panasonic,DMC-FX66,,,,,
Panasonic,DMC-FX70,,,,,
Panasonic,DMC-FX700,Ver.1.0,,,,
Panasonic,DMC-FX75,Ver.1.0,,,,
Panasonic,DMC-FX77,Ver.1.0,,,,
Panasonic,DMC-FX78,Ver.1.0,,,,
Panasonic,DMC-FX8,Ver.1.0,,,,
Panasonic,DMC-FX80,Ver.1.0,,,,
Panasonic,DMC-FX9,Ver.1.0,,,,
Panasonic,DMC-FX90,,,,,
Panasonic,DMC-FZ1,Ver2.00,,,,
Panasonic,DMC-FZ10,Ver1.05,,,,
Panasonic,DMC-FZ100,Ver.1.0,,,,
Panasonic,DMC-FZ1000,Ver.0.3,,,,
Panasonic,DMC-FZ150,Ver.0.2,,,,
Panasonic,DMC-FZ18,Ver.1.0,,,,
Panasonic,DMC-FZ2,Ver1.05,,,,
Panasonic,DMC-FZ20,,,,,
Panasonic,DMC-FZ200,Ver.0.3,,,,
Panasonic,DMC-FZ2000,Adobe Photoshop CC 2015.5 (Windows),,,,
Panasonic,DMC-FZ2500,Ver.1.0,,,,
Panasonic,DMC-FZ28,,,,,
Panasonic,DMC-FZ30,Ver.1.0,,,,
Panasonic,DMC-FZ300,Ver.0.2,,,,
Panasonic,DMC-FZ330,Ver.0.3,,,,
Panasonic,DMC-FZ35,Ver.1.0,,,,
Panasonic,DMC-FZ38,Ver.0.2,,,,
Panasonic,DMC-FZ40,Ver.1.0,,,,
Panasonic,DMC-FZ45,Ver.0.1,,,,
Panasonic,DMC-FZ47,Ver.1.0,,,,
Panasonic,DMC-FZ48,Ver.1.0,,,,
Panasonic,DMC-FZ50,Ver.1.0,,,,
Panasonic,DMC-FZ60,Ver.0.2,,,,
Panasonic,DMC-FZ62,Ver.0.2,,,,
Panasonic,DMC-FZ7,,,,,
Panasonic,DMC-FZ70,Ver.1.0,,,,
Panasonic,DMC-FZ72,Ver.1.0,,,,
Panasonic,DMC-FZ8,Ver.1.0,,,,
Panasonic,DMC-G1,Ver.0.3,,,,
Panasonic,DMC-G10,Ver.0.3,,,,
Panasonic,DMC-G2,Ver.1.0,,,,
Panasonic,DMC-G3,Ver.0.2,,,,
Panasonic,DMC-G5,Ver.0.2,,,,
Panasonic,DMC-G6,Ver.0.2,,,,
Panasonic,DMC-G7,Ver.0.1,,,,
Panasonic,DMC-G80,Ver.0.3,,,,
Panasonic,DMC-G85,Ver.1.1,,,,
Panasonic,DMC-GF1,Ver.0.1,,,,
Panasonic,DMC-GF2,Ver.1.0,,,,
Panasonic,DMC-GF3,Ver.1.0,,,,
Panasonic,DMC-GF5,Ver.0.3,,,,
Panasonic,DMC-GF6,Ver.1.0,,,,
Panasonic,DMC-GF7,Ver.0.2,,,,
Panasonic,DMC-GH1,,,,,
Panasonic,DMC-GH2,,,,,
Panasonic,DMC-GH3,Ver.0.5,,,,
Panasonic,DMC-GH4,Microsoft Windows Photo Viewer 6.1.7600.16385,,,,
Panasonic,DMC-GM1,Ver.0.2,,,,
Panasonic,DMC-GM5,Ver.0.2,,,,
Panasonic,DMC-GX1,,,,,
Panasonic,DMC-GX7,Ver.0.3,,,,
Panasonic,DMC-GX8,Ver.1.0,,,,
Panasonic,DMC-GX80,Ver.0.1,,,,
Panasonic,DMC-GX85,Ver.0.2,,,,
Panasonic,DMC-L1,Ver.1.1,,,,
Panasonic,DMC-L10,,,,,
Panasonic,DMC-LC1,,,,,
Panasonic,DMC-LC20,Ver.1.0,,,,
Panasonic,DMC-LC33,Ver1.08,,,,
Panasonic,DMC-LC40,Ver.1.0,,,,
Panasonic,DMC-LC43,,,,,
Panasonic,DMC-LC5,Ver.1.0,,,,
Panasonic,DMC-LC50,ACD Systems Digital Imaging,,,,
Panasonic,DMC-LC70,,,,,
Panasonic,DMC-LC80,,,,,
Panasonic,DMC-LF1,Ver.1.0,,,,
Panasonic,DMC-LS1,Ver.1.0,,,,
Panasonic,DMC-LS2,Ver.1.0,,,,
Panasonic,DMC-LS3,Ver.1.0,,,,
Panasonic,DMC-LS5,Ver.1.1,,,,
Panasonic,DMC-LS60,Ver.1.0,,,,
Panasonic,DMC-LS65,Ver.1.0,,,,
Panasonic,DMC-LS70,Ver.1.0,,,,
Panasonic,DMC-LS75,Ver.1.0,,,,
Panasonic,DMC-LS80,,,,,
Panasonic,DMC-LS85,Ver.1.0,,,,
Panasonic,DMC-LS86,Ver.1.1,,,,
Panasonic,DMC-LX1,Ver.1.0,,,,
Panasonic,DMC-LX10,Ver.1.0,,,,
Panasonic,DMC-LX100,Ver.1.0,,,,
Panasonic,DMC-LX15,Adobe Photoshop CC 2015.5 (Windows),,,,
Panasonic,DMC-LX2,,,,,
Panasonic,DMC-LX3,Ver.1.0,,,,
Panasonic,DMC-LX5,Ver.1.0,,,,
Panasonic,DMC-LX7,Ver.0.2,,,,
Panasonic,DMC-LZ10,,,,,
Panasonic,DMC-LZ20,"           Ver.1.0",,,,
Panasonic,DMC-LZ3,,,,,
Panasonic,DMC-LZ30,"           Ver.1.0",,,,
Panasonic,DMC-LZ4,Ver.1.0,,,,
Panasonic,DMC-LZ40,"           Ver.1.0",,,,
Panasonic,DMC-LZ5,Ver.1.0,,,,
Panasonic,DMC-LZ6,Ver.1.0,,,,
Panasonic,DMC-LZ7,Ver.1.0,,,,
Panasonic,DMC-LZ8,Ver.1.0,,,,
Panasonic,DMC-S1,Ver.1.1,,,,
Panasonic,DMC-S2,Ver.1.0,,,,
Panasonic,DMC-S3,Ver.1.0,,,,
Panasonic,DMC-S5,Ver.1.0,,,,
Panasonic,DMC-SZ1,Ver.1.0,,,,
Panasonic,DMC-SZ10,,,,,
Panasonic,DMC-SZ3,Ver.1.0,,,,
Panasonic,DMC-SZ5,Microsoft Windows Photo Viewer 6.1.7600.16385,,,,
Panasonic,DMC-SZ7,Ver.1.0,,,,
Panasonic,DMC-SZ9,Ver.1.0,,,,
Panasonic,DMC-TS1,Ver.0.3,,,,
Panasonic,DMC-TS10,Ver.1.0,,,,
Panasonic,DMC-TS2,Ver.1.0,,,,
Panasonic,DMC-TS20,Ver.0.2,,,,
Panasonic,DMC-TS3,Ver.1.0,,,,
Panasonic,DMC-TS4,Ver.1.0,,,,
Panasonic,DMC-TS5,Ver.0.4,,,,
Panasonic,DMC-TX1,Ver.1.0,,,,
Panasonic,DMC-TZ1,,,,,
Panasonic,DMC-TZ10,,,,,
Panasonic,DMC-TZ100,Ver.1.0,,,,N/A
Panasonic,DMC-TZ11,Ver.1.0,,,,
Panasonic,DMC-TZ15,Ver.1.0,,,,
Panasonic,DMC-TZ18,Ver.1.0,,,,
Panasonic,DMC-TZ19,Ver.0.0,,,,
Panasonic,DMC-TZ2,Ver.1.0,,,,
Panasonic,DMC-TZ20,Ver.1.0,,,,
Panasonic,DMC-TZ22,Ver.1.2,,,,
Panasonic,DMC-TZ25,Ver.0.2,,,,
Panasonic,DMC-TZ3,Ver.1.0,,,,
Panasonic,DMC-TZ30,Ver.1.0,,,,
Panasonic,DMC-TZ35,Ver.0.1,,,,
Panasonic,DMC-TZ4,,,,,
Panasonic,DMC-TZ40,Ver.1.0,,,,
Panasonic,DMC-TZ41,Ver.1.2,,,,
Panasonic,DMC-TZ5,,,,,
Panasonic,DMC-TZ50,Ver.1.0,,,,
Panasonic,DMC-TZ57,Ver.0.5,,,,
Panasonic,DMC-TZ6,Ver.0.2,,,,
Panasonic,DMC-TZ60,Ver.0.2,,,,
Panasonic,DMC-TZ7,,,,,
Panasonic,DMC-TZ70,Ver.1.0,,,,
Panasonic,DMC-TZ8,Ver.1.0,,,,
Panasonic,DMC-TZ80,Ver.1.0,,,,N/A
Panasonic,DMC-XS1,Ver.1.0,,,,
Panasonic,DMC-XS3,Microsoft Windows Photo Viewer 6.1.7600.16385,,,,
Panasonic,DMC-ZR3,Ver.0.2,,,,
Panasonic,DMC-TZ6,Ver.1.0,,,,
Panasonic,DMC-ZS10,Ver.1.0,,,,
Panasonic,DMC-ZS100,Ver.1.0,,,,
Panasonic,DMC-ZS15,Ver.1.0,,,,
Panasonic,DMC-ZS19,PaintShop Pro 14.00,,,,
Panasonic,DMC-ZS20,Ver.0.4,,,,
Panasonic,DMC-ZS25,Ver.1.0,,,,
Panasonic,DMC-TZ7,Ver.1.0,,,,
Panasonic,DMC-ZS40,Ver.1.0,,,,
Panasonic,DMC-ZS5,Ver.1.0,,,,
Panasonic,DMC-ZS50,Ver.1.0,,,,
Panasonic,DMC-ZS60,Ver.1.0,,,,
Panasonic,DMC-ZS7,Ver.1.0,,,,
Panasonic,DMC-ZS8,Ver.1.0,,,,
Panasonic,DMC-ZX1,,,,,
Panasonic,DMC-ZX3,,,,,
Panasonic,HC-V727,Ver.1.00,,,,
Panasonic,HDC-DX1,Ver.1.00,,,,
Panasonic,HDC-HS100,Ver.1.00,,,,
Panasonic,HDC-HS20,Ver.1.00,,,,
Panasonic,HDC-HS200,Ver.1.00,,,,
Panasonic,HDC-HS300,Ver.1.00,,,,
Panasonic,HDC-HS60,Ver.1.00,,,,
Panasonic,HDC-HS700,Ver.1.00,,,,
Panasonic,HDC-HS80,Ver.1.00,,,,
Panasonic,HDC-HS9,Ver.1.00,,,,
Panasonic,HDC-MDH1,Ver.1.00,,,,
Panasonic,HDC-SD1,Ver.1.00,,,,
Panasonic,HDC-SD10,Ver.1.00,,,,
Panasonic,HDC-SD100,Ver.1.00,,,,
Panasonic,HDC-SD20,Ver.1.00,,,,
Panasonic,HDC-SD200,Ver.1.00,,,,
Panasonic,HDC-SD40,Ver.1.00,,,,
Panasonic,HDC-SD5,Ver.1.00,,,,
Panasonic,HDC-SD60,Ver.1.00,,,,
Panasonic,HDC-SD600,Ver.1.00,,,,
Panasonic,HDC-SD700,Ver.1.00,,,,
Panasonic,HDC-SD80,Ver.1.00,,,,
Panasonic,HDC-SD800,Ver.1.00,,,,
Panasonic,HDC-SD9,Ver.1.00,,,,
Panasonic,HDC-SD90,Ver.1.00,,,,
Panasonic,HDC-SDT750,Ver.1.00,,,,
Panasonic,HDC-SDX1,Ver.1.00,,,,
Panasonic,HDC-SX5,Ver.1.00,,,,
Panasonic,HDC-TM10,Ver.1.00,,,,
Panasonic,HDC-TM15,Ver.1.00,,,,
Panasonic,HDC-TM20,Ver.1.00,,,,
Panasonic,HDC-TM200,Ver.1.00,,,,
Panasonic,HDC-TM300,Ver.1.00,,,,
Panasonic,HDC-TM35,Ver.1.00,,,,
Panasonic,HDC-TM55,Ver.1.00,,,,
Panasonic,HDC-TM60,Ver.1.00,,,,
Panasonic,HDC-TM700,Ver.1.00,,,,
Panasonic,HDC-TM80,Ver.1.00,,,,
Panasonic,HDC-TM90,Ver.1.00,,,,
Panasonic,HDC-TM900,Ver.1.00,,,,
Panasonic,HM-TA1,ver1.0.0,,,,
Panasonic,HX-A1,Ver..10,,,,
Panasonic,DMC-FZ15,Ver1.0,,,,
Panasonic,DMC-FZ3,,,,,
Panasonic,DMC-FZ4,Ver.1.0,,,,
Panasonic,DMC-FZ5,Ver.1.0,,,,
Panasonic,DMC-LZ1,Ver.1.0,,,,
Panasonic,DMC-LZ2,Ver.1.0,,,,
Panasonic,DMC-FX7,,,,,
Panasonic,NV-C7,,,,,
Panasonic,NV-DCF7,Ver.1.0,,,,
Panasonic,NV-DS37,,,,,
Panasonic,NV-DS38,,,,,
Panasonic,NV-DS65,Ver.1.0,,,,
Panasonic,NV-DS88,,,,,
Panasonic,NV-EX21,,,,,
Panasonic,NV-GS100,,,,,
Panasonic,NV-GS120,,,,,
Panasonic,NV-GS140,Ver.1.00,,,,
Panasonic,NV-GS15,,,,,
Panasonic,NV-GS150,Ver.1.00,,,,
Panasonic,NV-GS180,Ver.1.00,,,,
Panasonic,NV-GS200,,,,,
Panasonic,NV-GS21,Ver.1.00,,,,
Panasonic,NV-GS230,Ver.1.00,,,,
Panasonic,NV-GS25,Ver.1.00,,,,
Panasonic,NV-GS250,Ver.1.00,,,,
Panasonic,NV-GS258,Ver.1.00,,,,
Panasonic,NV-GS28,Ver.1.00,,,,
Panasonic,NV-GS280,Ver.1.00,,,,
Panasonic,NV-GS300,Ver.1.00,,,,
Panasonic,NV-GS320,Ver.1.00,,,,
Panasonic,NV-GS330,Ver.1.00,,,,
Panasonic,NV-GS35,Ver.1.00,,,,
Panasonic,NV-GS4,,,,,
Panasonic,NV-GS40,,,,,
Panasonic,NV-GS400,,,,,
Panasonic,NV-GS47,Ver.1.00,,,,
Panasonic,NV-GS5,,,,,
Panasonic,NV-GS50,,,,,
Panasonic,NV-GS500,Ver.1.00,,,,
Panasonic,NV-GS55,,,,,
Panasonic,NV-GS57,Ver.1.00,,,,
Panasonic,NV-GS65,Ver.1.00,,,,
Panasonic,NV-GS70,,,,,
Panasonic,NV-GS75,Ver.1.00,,,,
Panasonic,NV-GS85,Ver.1.00,,,,
Panasonic,NV-GX7,,,,,
Panasonic,NV-MX2500,,,,,
Panasonic,NV-MX300,,,,,
Panasonic,NV-MX3000,,,,,
Panasonic,NV-MX350,,,,,
Panasonic,NV-MX5,,,,,
Panasonic,NV-MX500,,,,,
Panasonic,NV-MX5000,,,,,
Panasonic,NV-MX7,,,,,
Panasonic,NV-MX8,,,,,
Panasonic,PV-2001,Ver.1.0,,,,
Panasonic,PV-D2002,Ver.1.0,,,,
Panasonic,PV-DC2090,Ver.1.0,,,,
Panasonic,PV-DC252,,,,,
Panasonic,PV-DC2590,Ver.1.0,,,,
Panasonic,PV-DC3000,Ver.1.0,,,,
Panasonic,PV-DC352,,,,,
Panasonic,PV-DV203,Ver.1.0,,,,
Panasonic,PV-L2001,Ver.1.0,,,,
Panasonic,PV-DV702,Ver.1.0,,,,
Panasonic,PV-DV901,,,,,
Panasonic,PV-DV951,,,,,
Panasonic,PV-DV953,,,,,
Panasonic,PV-GS12,,,,,
Panasonic,PV-GS120,,,,,
Panasonic,PV-GS13,,,,,
Panasonic,PV-GS14,,,,,
Panasonic,PV-GS15,,,,,
Panasonic,PV-GS150,Ver.1.00,,,,
Panasonic,PV-GS16,,,,,
Panasonic,PV-GS19,Ver.1.00,,,,
Panasonic,PV-GS2,,,,,
Panasonic,PV-GS200,,,,,
Panasonic,PV-GS250,Ver.1.00,,,,
Panasonic,PV-GS300,Ver.1.00,,,,
Panasonic,PV-GS31,Ver.1.00,,,,
Panasonic,PV-GS320,Ver.1.00,,,,
Panasonic,PV-GS34,Ver.1.00,,,,
Panasonic,PV-GS35,Ver.1.00,,,,
Panasonic,PV-GS36,Ver.1.00,,,,
Panasonic,PV-GS39,Ver.1.00,,,,
Panasonic,PV-GS400,,,,,
Panasonic,PV-GS50,,,,,
Panasonic,PV-GS55,,,,,
Panasonic,PV-GS59,Ver.1.00,,,,
Panasonic,PV-GS70,,,,,
Panasonic,PV-GS83,Ver.1.00,,,,
Panasonic,PV-L2000,Ver.1.0,,,,
Panasonic,PV-L2001,Ver.1.0,,,,
Panasonic,PV-SD4090,Ver.1.0,,,,
Panasonic,PV-SD5000,Ver.1.0,,,,
Panasonic,SDR-H100,Ver.1.00,,,,
Panasonic,SDR-H18,Ver.1.00,,,,
Panasonic,SDR-H20,Ver.1.00,,,,
Panasonic,SDR-H21,Ver.1.00,,,,
Panasonic,SDR-H250,Ver.1.00,,,,
Panasonic,SDR-H280,Ver.1.00,,,,
Panasonic,SDR-H40,Ver.1.00,,,,
Panasonic,SDR-H41,Ver.1.00,,,,
Panasonic,SDR-H50,Ver.1.00,,,,
Panasonic,SDR-H60,Ver.1.00,,,,
Panasonic,SDR-H80,Ver.1.00,,,,
Panasonic,SDR-H81,Ver.1.00,,,,
Panasonic,SDR-H85,Ver.1.00,,,,
Panasonic,SDR-H90,Ver.1.00,,,,
Panasonic,SDR-H91,Ver.1.00,,,,
Panasonic,SDR-H95,Ver.1.00,,,,
Panasonic,SDR-S10,Ver.1.00,,,,
Panasonic,SDR-S100,Ver.1.00,,,,
Panasonic,SDR-S15,Ver.1.00,,,,
Panasonic,SDR-S150,Ver.1.00,,,,
Panasonic,SDR-S200,Ver.1.00,,,,
Panasonic,SDR-S26,Ver.1.00,,,,
Panasonic,SDR-S45,Ver.1.00,,,,
Panasonic,SDR-S50,Ver.1.00,,,,
Panasonic,SDR-S7,Ver.1.00,,,,
Panasonic,SDR-S70,Ver.1.00,,,,
Panasonic,SDR-S9,Ver.1.00,,,,
Panasonic,SDR-SW20,Ver.1.00,,,,
Panasonic,SDR-SW21,Ver.1.00,,,,
Panasonic,SDR-T50,Ver.1.00,,,,
Panasonic,SV-AS10,Ver1.10UK,,,,
Panasonic,SV-AS3,V1.00G,,,,
Panasonic,SV-AS30,V1.00G,,,,
Panasonic,SV-AV10,,,,,
Panasonic,SV-AV100,,,,,
Panasonic,SV-AV20,,,,,
Panasonic,SV-AV25,,,,,
Panasonic,SV-AV30,,,,,
Panasonic,SV-AV35,,,,,
Panasonic,SV-AV50,,,,,
Panasonic,VDR-D150,,,,,
Panasonic,VDR-D160,,,,,
Panasonic,VDR-D200,,,,,
Panasonic,VDR-D220,,,,,
Panasonic,VDR-D230,,,,,
Panasonic,VDR-D250,Ver.1.00,,,,
Panasonic,VDR-D300,Ver.1.00,,,,
Panasonic,VDR-D310,Ver.1.00,,,,
Panasonic,VDR-D50,Ver.1.00,,,,
Panasonic,VDR-D51,Ver.1.00,,,,
Panasonic,VDR-M30,,,,,
Panasonic,VDR-M50,,,,,
Panasonic,VDR-M53,,,,,
Panasonic,VDR-M70,,,,,
Panasonic,X700,,,,,
SK Teletech,IM-8100,,,,,
PANTECH,IM-R300,S0173222a,,,,
PANTECH,IM-S200K,S0808119i Apr 09 2007,,,,
PANTECH,IM-S230,S0164111,,,,
PANTECH,IM-S250L,,,,,
PANTECH,IM-S340L,SK Communications CyImage Uploader,,,,
PANTECH,IM-S370,S0176777,,,,
SKYЕЪ·№ЕШўЯ,IM-U110,,,,,
SKYЕЪ·№ЕШўЯ,IM-U140,,,,,
PANTECH,IM-U220,S0168160c,,,,
PANTECH,IM-U220K,S0811133a,,,,
PANTECH,IM-U300K,S0815143,,,,
Pantech,PG-3500,,,,,
Pantech,PG-3600,,,,,
Pantech,PG-6200,,,,,
Pantech,PG-8000,,,,,
"Pantech Wireless, Inc",PR-600,M6100D-SNAQ-6.7.60T,,,,
PARROT,Bebop Drone,Dragon (null),,,,
PENTACON GERMANY,luxmedia 7103,0.0084,,,,
PENTACON,DC60,M6021M-1009,,,,
PENTACON,PENTACON DCZ 12.1,Ver 974,,,,
PENTACON,DCZ 5.5,M6041M-1011,,,,
PENTACON,DCZ 5.8,00.01.0550,,,,
PENTACON,DCZ 6.8,00.01.0458,,,,
PENTACON,DCZ 7.1,00.00.1099,,,,
PENTACON,DCZ 7.4,Version 1.0060,,,,
Pentacon,DCZ  8.1,1.2001,,,,
PENTACON,DCZ 8.2,Version 1.0000,,,,
PENTACON,DCZ 8.3,0.7800,,,,
PENTACON,PENTACON Dpix 1100Z,0.8402,,,,
PRAKTICA,Dpix 5000WP,Ver:1.2.10,,,,
PENTACON,DPix 530Z,Version 1.1020,,,,
PENTACON,DPIX 540Z,M5071M-1024,,,,
PENTACON,DPix 740Z,M7041M-1016,,,,
PENTACON,DPix 750Z,1.0700,,,,
Pentacon,Dpix 820Z,0.5600,,,,
PRAKTICA,DVC 10.1 HDMI,DV V0.a900,,,,
PENTACON,LM10-X3,00.00.714,,,,
PENTACON,LM 10-XS,00.01.0878,,,,
PRAKTICA,LM 5003,EXIF Software Version 0.01a,,,,
Pentacon,LM 6105,version 3.12 (B016),,,,
Pentacon,LM 6403,630_V1.27,,,,
PENTACON,LM 7303,Version 1.0070,,,,
PENTACON,LM 8003,"  1.0",,,,
PENTACON,LM 8203,1.1000,,,,
PENTACON,LM 8303,Version 1.0030p,,,,
PENTACON,LM 8503,Version 1.0900,,,,
Pentacon,Luxmedia 6503,M6051-0019,,,,
Pentacon,Luxmedia 7203,M7011M-1046,,,,
PENTACON,Luxmedia 8403,PENTACON Ver 1.0100,,,,
Pentacon,PRAKTICA LM7403,M7021-V04171,,,,
Pentacon,Praktica DVC 5.4 HDMI,DVH586-V1.14-DE01-3.2V,,,,
PENTAX Corporation,PENTAX *ist D,*ist D      Ver 1.00,,,,
PENTAX Corporation,PENTAX *ist DL,PENTAX PHOTO Browser Ver. 2.11,,,,
PENTAX Corporation,PENTAX *ist DL2,PENTAX PHOTO Laboratory Ver. 2.13,,,,
PENTAX Corporation,PENTAX *ist DS,*ist DS     Ver 1.00,,,,
PENTAX Corporation,PENTAX *ist DS2,*ist DS2    Ver 1.00,,,,
PENTAX,PENTAX 645D,645D Ver 1.00,,,,
"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,PENTAX 645Z Ver. 1.00,,,,
"Asahi Optical Co.,Ltd",PENTAX DB100,DSC Software Version 0325,,,,
"Asahi Optical Co., Ltd.",PENTAX EI-100,1.41E,,,,
PENTAX,PENTAX EI-200 (V1.10),,,,,
PENTAX,PENTAX EI-2000 (V01.00),,,,,
PENTAX Corporation,IQ Digital 59e,V1.01,,,,
PENTAX,PENTAX K-01,K-01 Ver 1.00,,,,
PENTAX Corporation,PENTAX K100D,PENTAX PHOTO Laboratory Ver. 3.00,,,,
PENTAX Corporation,PENTAX K100D Super,PENTAX PHOTO Laboratory Ver. 3.10,,,,
PENTAX Corporation,PENTAX K10D,K10D Ver 1.00,,,,
PENTAX Corporation,PENTAX K110D,K110D       Ver 1.00,,,,
PENTAX,PENTAX K2000,K2000 Ver 1.00,,,,
PENTAX Corporation,PENTAX K200D,K200D Ver 1.00,,,,
PENTAX Corporation,PENTAX K20D,K20D Ver 1.00,,,,
"RICOH IMAGING COMPANY, LTD.",PENTAX K-3,PENTAX K-3 Ver. 1.00,,,,
PENTAX,PENTAX K-30,K-30 Ver 1.00,,,,
PENTAX,PENTAX K-5,K-5 Ver 1.00,,,,
PENTAX,PENTAX K-50,K-50 Ver. 1.00,,,,
PENTAX,PENTAX K-500,K-500 Ver. 1.00,,,,
PENTAX,PENTAX K-5 II,K-5 II Ver 1.00,,,,
PENTAX,PENTAX K-5 II s,K-5 II s Ver 1.00,,50mm f/2.8,PENTAX,smc PENTAX-D FA 50mm F2.8 Macro
PENTAX,PENTAX K-7,K-7 Ver 1.00,,,,
PENTAX,PENTAX K-m,K-m Ver 1.00,,,,
PENTAX,PENTAX K-r,K-r Ver 0.20,,,,
PENTAX,PENTAX K-x,K-x Ver 1.00,,,,
PENTAX RICOH IMAGING,PENTAX MX-1,MX-1 Ver. 1.00,,,,
"Asahi Optical Co.,Ltd.",PENTAX Optio 230,Optio 230 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio 30,Optio 30 Ver 1.01,,,,
"Asahi Optical Co.,Ltd",PENTAX Optio 330,Ver1.10,,,,
PENTAX Corporation,PENTAX Optio 330GS,Optio 330GS Ver 1.10,,,,
"Asahi Optical Co.,Ltd.",PENTAX Optio330RS,1.00,,,,
PENTAX Corporation,PENTAX Optio 33L,Optio 33L   Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio 33LF,Optio 33LF Ver 1.01,,,,
PENTAX Corporation,PENTAX Optio 33WR,Optio 33WR Ver 1.00,,,,
"Asahi Optical Co.,Ltd",PENTAX Optio 430,Ver1.00,,,,
"Asahi Optical Co.,Ltd.",PENTAX Optio430RS,1.00,,,,
PENTAX Corporation,PENTAX Optio 43WR,Optio 43WR Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio 450,1.00,,,,
PENTAX Corporation,PENTAX Optio 50,V1.01,,,,
PENTAX Corporation,PENTAX Optio 50L,V1.00,,,,
PENTAX Corporation,PENTAX Optio 550,1.00,,,,
PENTAX Corporation,PENTAX Optio 555,Optio 555 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio 60,V1.00,,,,
PENTAX Corporation,PENTAX Optio 750Z,Optio 750Z Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio A10,Optio A10 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio A20,Optio A20 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio A30,Optio A30 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio A40,Optio A40 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio E10,V1.00,,,,
PENTAX Corporation,PENTAX OptioE20,V1.00,,,,
PENTAX Corporation,PENTAX OptioE25,V1.00,,,,
PENTAX Corporation,PENTAX Optio E30,Optio E30 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio E35,Optio E35 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio E40,Optio E40 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio E50,Optio E50 Ver 1.00,,,,
PENTAX,PENTAX Optio E60,Optio E60 Ver 1.00,,,,
PENTAX,Optio E65,Optio E65 Ver 1.,,,,
PENTAX,PENTAX Optio E70,Optio E70 Ver 1.00,,,,
PENTAX,Optio E70L,Optio E70L Ver 1.02,,,,
PENTAX,Optio E75,Version 1.0000,,,,
PENTAX,PENTAX Optio E80,Optio E80 Ver 1.00,,,,
PENTAX,Optio E85,PENTAX Optio E85 Ver 1.0000,,,,
PENTAX,PENTAX Optio E90,Optio E90 Ver 1.00,,,,
PENTAX,PENTAX Optio H90,Optio H90 Ver 1.00,,,,
PENTAX,PENTAX Optio I-10,Optio I-10 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio L20,Optio L20 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio L30,Optio L30 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio L36,Optio L36 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio L40,Optio L40 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio L50,Optio L50 Ver 1.00,,,,
PENTAX,PENTAX Optio L70,Optio L70 Ver 1.00,,,,
PENTAX,PENTAX Optio LS1000,Optio LS1000 Ver 1.00,,,,
PENTAX,PENTAX Optio LS465,Microsoft Windows Photo Viewer 6.1.7600.16385,,,,
PENTAX Corporation,PENTAX Optio M10,Optio M10 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio M20,Optio M20 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio M30,Optio M30 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio M40,Optio M40 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio M50,Optio M50 Ver 1.00,,,,
PENTAX,PENTAX Optio M60,Optio M60 Ver 1.00,,,,
PENTAX,Optio M85,Optio M85 Ver 1.0000,,,,
PENTAX,PENTAX Optio M90,Optio M90 Ver 1.0030,,,,
PENTAX Corporation,PENTAX Optio MX,Optio MX    Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio MX4,Optio MX4   Ver 1.00,,,,
PENTAX,PENTAX Optio NB1000,Optio NB1000 Ver 1.00,,,,
PENTAX,PENTAX Optio P70,Optio P70 Ver 1.00,,,,
PENTAX,PENTAX Optio P80,Optio P80 Ver 1.00,,,,
PENTAX,PENTAX Optio RS1000,Optio RS1000 Ver 1.00,,,,
PENTAX,PENTAX Optio RS1500,Optio RS1500 Ver 1.00,,,,
PENTAX,PENTAX Optio RZ10,Optio RZ10 Ver 1.00,,,,
PENTAX,PENTAX Optio RZ18,Optio RZ18 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio S,Optio S V1.00,,,,
PENTAX,PENTAX Optio S1,Optio S1 Ver 1.00,,,,
PENTAX Corporation,PENTAX Optio S10,Optio S10 Ver 1.00,,,,
